image_id,crop,class,glcm_contrast,glcm_homogeneity,entropy,hue_mean,saturation_mean,value_mean,edge_density,vegetation_index,texture_energy,shape_factor,moisture_proxy,label
SIM_10389,Crop07,Class04,18.7116,0.5648,5.6025,61.5293,157.7196,116.2851,0.1167,-0.0727,0.3012,0.7008,0.704,Class04
SIM_10390,Crop01,Class03,36.4676,0.6094,6.7933,40.1877,163.5195,118.8555,0.0472,-0.1052,0.3216,0.7154,0.3293,Class03
SIM_10391,Crop04,Class10,23.4263,0.555,6.5811,81.7753,166.4203,170.1623,0.0786,-0.1636,0.1472,0.3946,0.5868,Class10
SIM_10392,Crop07,Class04,25.8875,0.5524,5.5003,61.3622,141.6942,133.1408,0.0997,-0.3375,0.2441,0.7354,0.6799,Class04
SIM_10393,Crop07,Class09,20.3589,0.6093,5.552,145.8277,129.8406,158.7161,0.055,0.0694,0.1798,0.3988,0.4176,Class09
SIM_10394,Crop01,Class07,17.8549,0.4385,5.1399,64.7502,165.6444,148.2172,0.1166,-0.331,0.1936,0.4398,0.2256,Class07
SIM_10395,Crop07,Class10,31.7153,0.6645,6.4572,86.2311,190.9687,165.3723,0.1195,-0.3057,0.1436,0.3002,0.8175,Class10
SIM_10396,Crop10,Class10,40.726,0.5685,6.2354,40.809,187.5095,156.2188,0.0966,-0.2312,0.1995,0.4007,0.6974,Class10
SIM_10397,Crop08,Class09,5.2768,0.428,5.4904,121.0879,116.4905,140.0293,0.079,0.2499,0.1269,0.5177,0.3184,Class09
SIM_10398,Crop03,Class14,12.4748,0.4929,5.5985,105.8373,147.1007,115.7679,0.0671,0.0841,0.2891,0.3621,0.6014,Class14
SIM_10399,Crop10,Class03,38.9299,0.4923,6.44,18.7933,128.9064,91.3324,0.0282,0.1016,0.283,0.8446,0.5471,Class03
SIM_10400,Crop07,Class08,27.2336,0.5601,6.4245,131.6609,149.6604,185.0566,0.0546,-0.5141,0.0974,0.8407,0.5565,Class08
SIM_10401,Crop01,Class06,26.2168,0.5593,6.3256,47.22,121.8402,159.8094,0.0629,-0.0618,0.3444,0.4665,0.3926,Class06
SIM_10402,Crop02,Class08,26.6015,0.5335,6.7631,121.1777,170.6939,189.1553,0.0684,-0.3008,0.1885,0.7694,0.4819,Class08
SIM_10403,Crop10,Class03,35.2936,0.5383,6.0045,20.4236,103.7187,110.4724,0.0329,0.1026,0.2564,0.7353,0.5304,Class03
SIM_10404,Crop03,Class05,29.0057,0.5824,4.8099,91.4318,133.3757,108.4121,0.0878,-0.3538,0.3067,0.7344,0.7121,Class05
SIM_10405,Crop01,Class15,15.1787,0.5345,5.4732,104.2405,202.919,172.3404,0.0617,0.0798,0.2567,0.3145,0.4543,Class15
SIM_10406,Crop05,Class13,24.0345,0.3988,5.7207,26.923,205.4586,166.4975,0.1344,-0.3997,0.2245,0.8442,0.7129,Class13
SIM_10407,Crop06,Class07,29.4076,0.3788,4.948,114.6671,85.87,162.4258,0.0723,-0.1728,0.1837,0.3225,0.4857,Class07
SIM_10408,Crop06,Class02,24.6172,0.431,6.8678,106.9329,82.2457,195.7716,0.0318,0.2796,0.301,0.5888,0.4463,Class02
SIM_10409,Crop07,Class10,36.7319,0.6812,6.6978,90.5154,197.1133,136.5945,0.1333,-0.2359,0.1833,0.5382,0.8221,Class10
SIM_10410,Crop10,Class05,35.9014,0.5653,5.5532,32.2479,138.6853,107.1136,0.0334,-0.4792,0.2191,0.7404,0.6401,Class05
SIM_10411,Crop08,Class05,29.8285,0.5605,5.6454,73.7013,155.1317,120.5027,0.0333,-0.3381,0.337,0.6505,0.5922,Class05
SIM_10412,Crop01,Class02,20.5557,0.548,6.8426,87.2032,178.1542,156.164,0.0484,-0.049,0.3359,0.5696,0.1852,Class02
SIM_10413,Crop01,Class05,35.8533,0.6362,6.1482,83.0214,162.636,103.7989,0.0736,-0.4592,0.3863,0.5833,0.6412,Class05
SIM_10414,Crop01,Class04,23.604,0.5927,4.9674,50.0376,178.1932,122.569,0.0875,-0.1682,0.3958,0.4729,0.4005,Class04
SIM_10415,Crop04,Class01,17.3368,0.3477,6.5209,138.2654,95.9604,203.2434,0.0749,0.134,0.12,0.5781,0.3261,Class01
SIM_10416,Crop04,Class09,6.5759,0.3542,5.0278,141.6802,136.8734,131.376,0.0419,0.0283,0.1519,0.4054,0.2297,Class09
SIM_10417,Crop10,Class15,15.5854,0.4707,5.4297,88.2536,162.8591,157.2289,0.0417,0.0769,0.1405,0.4103,0.6729,Class15
SIM_10418,Crop04,Class02,31.6509,0.5526,6.9679,115.511,114.9521,135.3316,0.0276,0.1119,0.2384,0.7496,0.2164,Class02
SIM_10419,Crop01,Class01,33.0767,0.3743,6.6582,121.3817,113.8973,205.9842,0.1064,0.1706,0.2048,0.4261,0.34,Class01
SIM_10420,Crop09,Class02,30.7128,0.4188,6.7574,99.0521,82.8278,141.5219,0.0566,0.0913,0.3233,0.6808,0.241,Class02
SIM_10421,Crop03,Class09,4.7028,0.5579,4.9668,105.2903,117.0679,127.1784,0.0735,-0.1567,0.1693,0.3447,0.4031,Class09
SIM_10422,Crop10,Class13,25.9314,0.3511,6.2853,27.1153,173.2973,127.7061,0.1029,-0.4331,0.1332,0.4781,0.7144,Class13
SIM_10423,Crop08,Class05,28.3825,0.5514,6.382,94.3398,165.6061,123.1147,0.065,-0.4629,0.3584,0.6988,0.6281,Class05
SIM_10424,Crop09,Class02,29.0266,0.4519,6.8843,119.0621,100.2741,142.2342,0.0541,0.0865,0.3459,0.7448,0.4598,Class02
SIM_10425,Crop09,Class02,34.5908,0.5308,6.5235,119.6424,97.2016,128.4565,0.0417,0.215,0.3584,0.5607,0.3003,Class02
SIM_10426,Crop02,Class10,28.8832,0.6518,6.5017,78.8675,202.5303,196.473,0.0863,-0.1188,0.2321,0.3339,0.7188,Class10
SIM_10427,Crop07,Class06,25.3803,0.6043,6.3411,99.5857,115.8915,196.8807,0.099,-0.0528,0.3009,0.7968,0.5268,Class06
SIM_10428,Crop05,Class06,29.2654,0.4909,5.7923,41.8582,108.0112,197.1307,0.1049,0.1352,0.2549,0.7875,0.4739,Class06
SIM_10429,Crop07,Class04,21.2932,0.5399,5.1272,112.0378,168.6835,115.0805,0.1032,-0.2211,0.2903,0.6452,0.4745,Class04
SIM_10430,Crop08,Class14,27.3741,0.5006,5.6993,58.833,118.6299,146.4853,0.0305,0.1566,0.3434,0.5078,0.4725,Class14
SIM_10431,Crop06,Class06,33.2819,0.2992,6.3321,74.8979,97.9024,203.4767,0.0449,0.0602,0.3501,0.4699,0.4652,Class06
SIM_10432,Crop04,Class11,20.5947,0.2494,5.395,87.4938,128.141,163.3194,0.103,0.0088,0.2595,0.684,0.3223,Class11
SIM_10433,Crop10,Class12,33.2665,0.2382,5.2295,39.2582,128.4623,121.5375,0.0315,-0.4041,0.2301,0.5712,0.8221,Class12
SIM_10434,Crop07,Class01,22.9598,0.5788,6.5264,134.3516,132.3209,203.1714,0.1236,-0.0256,0.09,0.6015,0.3676,Class01
SIM_10435,Crop09,Class04,16.8681,0.3558,5.3105,64.0874,128.1673,118.2278,0.0568,-0.4038,0.3908,0.6465,0.2756,Class04
SIM_10436,Crop03,Class14,18.2432,0.5028,5.0144,111.8354,110.8729,127.8001,0.0547,0.114,0.295,0.4059,0.6907,Class14
SIM_10437,Crop09,Class14,25.1729,0.3954,5.1676,83.4227,97.1948,137.8877,0.0429,0.2035,0.3843,0.3749,0.3077,Class14
SIM_10438,Crop04,Class07,15.4359,0.3245,4.9795,108.0833,98.9322,138.5486,0.0835,-0.1987,0.0878,0.6359,0.267,Class07
SIM_10439,Crop05,Class03,31.9037,0.6102,6.2348,37.1351,169.9506,123.7853,0.0634,-0.0719,0.2469,0.8658,0.2743,Class03
SIM_10440,Crop09,Class05,34.6464,0.5262,6.4779,97.8036,108.3867,111.0437,0.0584,-0.4425,0.3495,0.7106,0.3991,Class05
SIM_10441,Crop04,Class15,8.1969,0.5015,5.4409,137.1724,177.4805,175.7878,0.0206,0.1049,0.1175,0.439,0.3633,Class15
SIM_10442,Crop03,Class11,15.2269,0.3604,5.0323,148.2436,128.6301,177.8985,0.1052,0.0395,0.2458,0.6945,0.5242,Class11
SIM_10443,Crop10,Class02,37.8667,0.3546,5.9104,58.8739,86.653,144.7701,0.0377,-0.047,0.2555,0.7933,0.4847,Class02
SIM_10444,Crop10,Class11,29.7019,0.3091,5.4414,48.5959,101.8714,184.9433,0.083,0.1228,0.1153,0.7373,0.5013,Class11
SIM_10445,Crop04,Class03,34.2703,0.6418,7.0888,113.7114,133.0566,115.6593,0.0316,0.1868,0.2772,0.6805,0.3537,Class03
SIM_10446,Crop04,Class05,20.371,0.6165,6.2076,94.5446,182.3858,112.6762,0.029,-0.3906,0.3327,0.7507,0.3286,Class05
SIM_10447,Crop03,Class08,21.992,0.5517,6.1802,91.3503,105.0261,177.5238,0.0894,-0.4697,0.1043,0.6525,0.6512,Class08
SIM_10448,Crop01,Class06,30.8495,0.5412,6.2096,34.136,137.0049,186.3859,0.0818,-0.0078,0.3421,0.451,0.4318,Class06
SIM_10449,Crop06,Class11,16.5683,0.3393,5.8733,133.8657,92.3806,218.1692,0.092,0.3268,0.2423,0.5065,0.3505,Class11
SIM_10450,Crop03,Class03,32.37,0.6605,6.1643,112.0879,127.508,98.5623,0.0688,-0.0353,0.2859,0.9284,0.6565,Class03
SIM_10451,Crop09,Class14,25.8084,0.3119,6.1024,105.0912,141.617,109.7625,0.0386,0.1718,0.3318,0.4539,0.4687,Class14
SIM_10452,Crop02,Class09,13.434,0.5091,5.3072,108.7598,154.2424,185.0262,0.0592,0.1258,0.2024,0.3009,0.3497,Class09
SIM_10453,Crop07,Class05,27.8458,0.6328,5.3693,99.0303,193.2276,114.8276,0.0485,-0.5046,0.2669,0.6676,0.6355,Class05
SIM_10454,Crop06,Class15,5.1954,0.5289,5.7862,121.0454,139.3924,208.3809,0.0356,0.317,0.2057,0.2585,0.4684,Class15
SIM_10455,Crop07,Class08,27.9698,0.5232,6.4228,140.5852,157.2148,173.7495,0.0646,-0.47,0.0837,0.8668,0.5448,Class08
SIM_10456,Crop02,Class07,19.794,0.4822,5.1172,121.4354,152.3774,173.5441,0.1199,-0.2652,0.1293,0.5091,0.3024,Class07
SIM_10457,Crop05,Class01,27.3311,0.5041,7.1192,78.1792,120.8251,212.5119,0.1302,0.0015,0.1713,0.5279,0.3409,Class01
SIM_10458,Crop07,Class15,14.4668,0.4928,5.3345,111.4104,159.0076,206.3833,0.0738,0.1212,0.1767,0.4712,0.7029,Class15
SIM_10459,Crop04,Class13,21.2729,0.3315,6.1212,63.0164,160.3149,139.1826,0.1005,-0.432,0.1887,0.4481,0.629,Class13
SIM_10460,Crop09,Class03,39.7294,0.5485,6.9295,67.4139,122.8236,97.9991,0.0577,-0.2117,0.3806,0.7894,0.3502,Class03
SIM_10461,Crop06,Class15,8.812,0.5395,6.0419,123.082,162.029,206.2232,0.0452,0.2425,0.1826,0.3206,0.3976,Class15
SIM_10462,Crop04,Class12,24.1636,0.3063,6.0544,42.907,150.0318,116.1788,0.0235,-0.2084,0.2638,0.3688,0.4083,Class12
SIM_10463,Crop01,Class07,21.2357,0.5457,4.877,62.8637,120.7764,143.6064,0.1091,-0.3552,0.1517,0.3843,0.3166,Class07
SIM_10464,Crop02,Class14,21.1601,0.5795,5.7661,121.3175,182.5133,183.5025,0.0433,0.1761,0.3724,0.4282,0.3363,Class14
SIM_10465,Crop05,Class09,20.9607,0.4234,5.5881,72.0855,145.7857,162.2296,0.0762,-0.2349,0.1938,0.4429,0.3093,Class09
SIM_10466,Crop05,Class11,29.8855,0.3786,5.5419,59.3812,125.8022,188.9354,0.1109,0.0433,0.14,0.6989,0.5706,Class11
SIM_10467,Crop09,Class03,30.4972,0.5253,7.0054,56.394,96.5551,104.6784,0.0838,0.0487,0.3486,0.7753,0.2669,Class03
SIM_10468,Crop08,Class02,34.4781,0.4614,6.5214,131.8224,120.5138,172.1882,0.0319,0.1351,0.306,0.8147,0.375,Class02
SIM_10469,Crop02,Class08,19.9114,0.5907,6.8627,137.7007,126.7369,195.2869,0.0446,-0.4986,0.2064,0.6914,0.386,Class08
SIM_10470,Crop06,Class05,28.6845,0.4913,5.6081,110.4842,118.8528,135.2642,0.0391,-0.1396,0.3621,0.5457,0.6414,Class05
SIM_10471,Crop05,Class15,9.6495,0.6046,5.5908,104.0753,198.4012,188.2365,0.0539,0.1373,0.1743,0.3592,0.5952,Class15
SIM_10472,Crop02,Class02,23.7816,0.6181,6.6246,94.0762,128.1453,190.9281,0.0469,0.3009,0.2738,0.7583,0.3948,Class02
SIM_10473,Crop07,Class12,23.9761,0.3987,5.64,93.5154,168.5555,149.2778,0.0941,-0.4314,0.2445,0.4464,0.7872,Class12
SIM_10474,Crop06,Class10,30.737,0.5949,6.6674,92.4959,177.3701,199.7245,0.059,-0.0369,0.1837,0.3435,0.632,Class10
SIM_10475,Crop01,Class14,21.2039,0.5215,5.6676,41.874,164.3397,139.1044,0.0507,-0.0493,0.3766,0.381,0.3521,Class14
SIM_10476,Crop05,Class15,15.7843,0.5773,5.6912,83.088,157.9078,195.2029,0.0647,0.2689,0.1171,0.4366,0.463,Class15
SIM_10477,Crop08,Class14,27.6223,0.4387,5.5156,98.368,113.752,153.0969,0.0362,0.0898,0.4064,0.6224,0.5433,Class14
SIM_10478,Crop04,Class06,26.3477,0.4828,6.661,74.6668,105.2707,166.3531,0.0457,0.2233,0.2954,0.6655,0.7727,Class06
SIM_10479,Crop04,Class11,14.6777,0.3592,5.5571,120.6901,114.9886,177.2113,0.0786,0.0767,0.2157,0.7876,0.7042,Class11
SIM_10480,Crop02,Class03,37.4129,0.6533,6.6627,87.4867,156.1195,126.7896,0.0386,0.0344,0.2926,0.8688,0.272,Class03
SIM_10481,Crop03,Class08,24.4835,0.5957,6.0713,102.1338,144.3328,170.2959,0.0794,-0.4851,0.1654,0.5424,0.469,Class08
SIM_10482,Crop10,Class05,39.852,0.4249,5.5778,55.0827,148.0022,118.9306,0.0289,-0.2852,0.2522,0.7492,0.7909,Class05
SIM_10483,Crop07,Class04,18.3972,0.6533,4.683,109.2449,148.68,116.3167,0.1334,-0.3602,0.2378,0.8346,0.5763,Class04
SIM_10484,Crop02,Class09,12.0442,0.4868,5.4348,121.636,139.5349,162.7585,0.0812,0.0973,0.2872,0.3789,0.2078,Class09
SIM_10485,Crop05,Class02,38.5587,0.5076,6.2077,69.4225,130.0427,167.6556,0.0426,-0.0502,0.2426,0.7633,0.5079,Class02
SIM_10486,Crop02,Class09,16.4032,0.5668,5.5637,145.9755,177.5912,192.1373,0.0787,-0.0145,0.3316,0.4204,0.2685,Class09
SIM_10487,Crop05,Class07,22.8931,0.3798,4.9557,51.769,121.416,184.4893,0.1248,-0.2776,0.0875,0.7798,0.2989,Class07
SIM_10488,Crop02,Class04,17.5767,0.551,5.7406,66.5993,153.7108,143.2105,0.0893,-0.3776,0.3978,0.8753,0.5168,Class04
SIM_10489,Crop07,Class09,15.8221,0.5896,5.2694,139.7755,148.3097,137.6517,0.0493,-0.1101,0.1581,0.4712,0.4308,Class09
SIM_10490,Crop06,Class12,24.8636,0.3124,5.6125,69.3891,132.0855,158.5306,0.031,-0.4099,0.3609,0.2577,0.6822,Class12
SIM_10491,Crop07,Class10,35.6969,0.6338,6.6621,100.9187,182.605,180.111,0.1069,-0.1831,0.1653,0.42,0.8104,Class10
SIM_10492,Crop05,Class02,33.1262,0.5599,6.748,76.3901,123.1376,154.955,0.0528,0.097,0.1557,0.7996,0.33,Class02
SIM_10493,Crop03,Class09,7.0851,0.4513,4.953,117.3607,128.0382,141.4207,0.0976,-0.0296,0.2176,0.3722,0.4042,Class09
SIM_10494,Crop03,Class10,32.2872,0.6364,5.6877,72.2018,180.6814,168.2635,0.1138,-0.1282,0.1245,0.4275,0.7938,Class10
SIM_10495,Crop03,Class11,11.213,0.3641,5.5073,116.5506,99.4858,186.093,0.1111,0.2501,0.2214,0.6361,0.6747,Class11
SIM_10496,Crop05,Class07,7.0032,0.4414,5.7296,65.231,121.2006,170.0551,0.0993,-0.2089,0.1084,0.5249,0.3017,Class07
SIM_10497,Crop05,Class02,35.1389,0.5895,6.5792,75.444,137.6477,158.8235,0.0646,0.1318,0.2203,0.8759,0.3795,Class02
SIM_10498,Crop07,Class02,34.9493,0.5275,6.9446,134.7073,111.904,145.3677,0.0591,0.2244,0.2687,0.7976,0.5234,Class02
SIM_10499,Crop01,Class05,26.3452,0.6443,5.6011,78.3778,186.0702,102.5987,0.0593,-0.4034,0.3289,0.5207,0.5386,Class05
SIM_10500,Crop03,Class10,30.7943,0.6346,5.8852,72.3304,167.6475,172.5546,0.1097,-0.0908,0.1244,0.406,0.8091,Class10
SIM_10501,Crop09,Class12,27.0914,0.2872,5.6529,75.703,110.2932,113.2688,0.0509,-0.3854,0.3578,0.3895,0.7105,Class12
SIM_10502,Crop10,Class11,31.4498,0.3356,5.0496,36.2077,111.3934,174.3563,0.0957,-0.2547,0.2233,0.8038,0.755,Class11
SIM_10503,Crop10,Class05,33.1363,0.3726,4.9708,47.4017,146.3659,101.7017,0.0443,-0.4425,0.2507,0.6855,0.5582,Class05
SIM_10504,Crop04,Class07,17.8342,0.3336,4.9598,102.7492,115.0451,110.6817,0.1006,-0.151,0.1068,0.5514,0.3272,Class07
SIM_10505,Crop02,Class01,33.4357,0.5342,7.1261,135.8513,113.4822,209.4046,0.0894,-0.04,0.1846,0.6138,0.3247,Class01
SIM_10506,Crop02,Class12,23.1792,0.3405,6.4148,58.8179,169.2844,160.5408,0.0473,-0.34,0.2579,0.4515,0.6673,Class12
SIM_10507,Crop02,Class06,23.5126,0.5117,6.3162,53.053,145.5486,209.336,0.0755,0.0109,0.3389,0.6917,0.5538,Class06
SIM_10508,Crop10,Class08,29.6414,0.3708,6.1812,66.9513,113.6121,181.406,0.0417,-0.3636,0.0964,0.7167,0.628,Class08
SIM_10509,Crop09,Class07,15.7388,0.2679,5.0959,100.2449,108.2989,142.2996,0.1141,-0.3432,0.1768,0.3381,0.2438,Class07
SIM_10510,Crop09,Class05,22.3698,0.4947,5.673,95.1978,150.6072,111.9911,0.0644,-0.3724,0.3599,0.7745,0.5583,Class05
SIM_10511,Crop08,Class03,29.2887,0.5701,6.2834,79.5918,121.2375,112.0507,0.025,0.244,0.3273,0.9485,0.3853,Class03
SIM_10512,Crop04,Class15,8.5353,0.4093,5.6011,155.2728,166.0717,183.2073,0.0313,0.3366,0.1646,0.344,0.4577,Class15
SIM_10513,Crop05,Class02,37.1637,0.4238,6.3885,39.6703,144.9564,187.4403,0.0529,0.0743,0.2371,0.8359,0.5965,Class02
SIM_10514,Crop09,Class15,8.8296,0.4646,5.851,139.4922,141.8235,166.9737,0.0513,0.1277,0.339,0.3166,0.5557,Class15
SIM_10515,Crop09,Class02,29.3295,0.3865,6.3605,98.543,77.6256,161.1278,0.0464,0.1124,0.2938,0.5359,0.2383,Class02
SIM_10516,Crop06,Class02,35.2213,0.5544,6.6525,91.7213,103.7041,204.5791,0.0459,0.4356,0.3157,0.5258,0.3289,Class02
SIM_10517,Crop09,Class14,17.4999,0.4551,6.1034,88.3029,130.4678,147.1692,0.0344,0.2148,0.3818,0.3188,0.3049,Class14
SIM_10518,Crop04,Class15,10.0187,0.514,6.4352,122.8256,178.8683,186.9341,0.0286,0.2932,0.1074,0.5506,0.3917,Class15
SIM_10519,Crop05,Class14,21.516,0.4797,5.4244,40.7665,177.8238,172.5834,0.0531,-0.0429,0.3231,0.5972,0.5448,Class14
SIM_10520,Crop09,Class12,22.5971,0.2494,6.0312,62.7245,130.2791,126.1341,0.0364,-0.3555,0.3027,0.2969,0.5025,Class12
SIM_10521,Crop04,Class08,19.1098,0.3292,6.6512,149.0404,130.6129,149.5632,0.0268,-0.1993,0.122,0.7606,0.3613,Class08
SIM_10522,Crop08,Class02,22.4287,0.4093,6.2773,95.3408,105.2519,158.3084,0.0505,0.3325,0.2854,0.7915,0.4345,Class02
SIM_10523,Crop05,Class09,14.6059,0.4982,5.3504,105.7549,166.3407,161.6072,0.0866,-0.353,0.169,0.5434,0.2061,Class09
SIM_10524,Crop03,Class08,25.7438,0.399,5.4805,134.2189,85.856,170.1071,0.0857,-0.4216,0.1058,0.7907,0.4061,Class08
SIM_10525,Crop03,Class12,22.2058,0.3482,4.8414,59.7629,124.4496,126.4652,0.0907,-0.4039,0.212,0.3889,0.7673,Class12
SIM_10526,Crop07,Class01,35.6318,0.5843,6.2176,139.0092,110.4299,204.0622,0.083,-0.1895,0.1169,0.7082,0.5144,Class01
SIM_10527,Crop05,Class02,29.3538,0.5702,6.5131,59.0344,116.9683,198.7497,0.0514,0.2067,0.2163,0.6994,0.4156,Class02
SIM_10528,Crop04,Class09,11.6316,0.3273,5.7484,132.1056,154.1974,131.7384,0.0352,-0.0805,0.2275,0.4756,0.224,Class09
SIM_10529,Crop08,Class13,24.6052,0.4539,6.5212,88.7056,198.9049,185.0683,0.0927,-0.3639,0.3431,0.7125,0.6964,Class13
SIM_10530,Crop01,Class14,20.3781,0.5399,5.4398,46.3192,170.5211,145.4377,0.046,0.0348,0.3701,0.3697,0.3844,Class14
SIM_10531,Crop01,Class09,18.9846,0.5319,5.3462,71.3871,147.0526,123.5809,0.0666,-0.1867,0.2831,0.3071,0.1397,Class09
SIM_10532,Crop10,Class06,35.1397,0.3173,5.7349,30.2922,100.6425,119.5957,0.0718,-0.2593,0.2828,0.5612,0.6269,Class06
SIM_10533,Crop07,Class08,29.8989,0.5468,6.6796,122.3067,165.438,175.4275,0.0545,-0.4471,0.1345,0.7305,0.5601,Class08
SIM_10534,Crop06,Class08,22.4892,0.5327,6.8473,120.5144,84.1651,188.8689,0.0473,-0.1425,0.1568,0.5476,0.365,Class08
SIM_10535,Crop01,Class10,32.9317,0.6806,6.9159,36.3634,191.7744,177.7665,0.1214,-0.0946,0.2659,0.2825,0.486,Class10
SIM_10536,Crop06,Class04,12.6874,0.389,5.709,99.596,140.4294,148.5995,0.0695,0.2985,0.3665,0.5301,0.2229,Class04
SIM_10537,Crop05,Class06,33.2702,0.4969,5.7878,43.8315,104.846,209.4694,0.0853,-0.0192,0.3135,0.7204,0.5377,Class06
SIM_10538,Crop06,Class09,19.4433,0.5398,4.669,143.2051,145.0792,189.124,0.0478,0.284,0.2405,0.4733,0.1727,Class09
SIM_10539,Crop01,Class13,24.5793,0.4339,6.7906,34.2391,181.4953,120.6836,0.0831,-0.4771,0.3372,0.4278,0.6141,Class13
SIM_10540,Crop06,Class13,24.5667,0.3079,6.0613,105.6605,187.3793,191.6746,0.0873,-0.2762,0.2266,0.5945,0.4725,Class13
SIM_10541,Crop06,Class12,17.1436,0.3074,5.8648,95.773,98.3376,175.1716,0.0349,-0.2662,0.2364,0.2915,0.598,Class12
SIM_10542,Crop03,Class04,23.088,0.5296,4.5921,105.6199,134.1796,114.0227,0.1095,-0.2505,0.2933,0.75,0.526,Class04
SIM_10543,Crop01,Class07,21.4022,0.4644,5.3845,76.9292,148.9283,126.5374,0.1172,-0.386,0.2377,0.2815,0.3389,Class07
SIM_10544,Crop10,Class09,25.0253,0.3973,4.665,87.2782,126.5882,131.3312,0.0373,-0.0938,0.2492,0.3138,0.2004,Class09
SIM_10545,Crop08,Class15,4.8433,0.5203,5.2045,126.8323,180.2301,206.2146,0.0444,0.2804,0.2748,0.4933,0.5625,Class15
SIM_10546,Crop07,Class06,34.2808,0.5269,5.5607,77.7717,106.9369,169.0073,0.083,-0.1619,0.2677,0.632,0.7324,Class06
SIM_10547,Crop08,Class14,24.2224,0.3831,5.5146,133.6933,150.997,149.0121,0.027,0.1228,0.3642,0.5487,0.4657,Class14
SIM_10548,Crop07,Class12,26.1644,0.4901,5.7911,86.3944,155.3227,157.9439,0.0705,-0.4641,0.1764,0.6122,0.8203,Class12
SIM_10549,Crop02,Class10,30.1687,0.6626,6.8522,47.3943,198.7791,212.6711,0.1006,-0.0302,0.1937,0.5669,0.4239,Class10
SIM_10550,Crop05,Class11,14.9757,0.427,5.5295,50.3167,143.9152,189.7721,0.1192,-0.2928,0.1318,0.8235,0.679,Class11
SIM_10551,Crop09,Class12,23.6057,0.268,5.4073,48.8461,103.1267,112.0643,0.0381,-0.3314,0.3005,0.4606,0.5402,Class12
SIM_10552,Crop03,Class11,14.2171,0.3984,4.9306,100.4847,99.7137,185.8417,0.1196,0.139,0.161,0.827,0.652,Class11
SIM_10553,Crop10,Class11,27.6676,0.3074,5.7655,70.1562,106.9827,170.5457,0.0566,0.0534,0.1654,0.7866,0.5186,Class11
SIM_10554,Crop01,Class06,25.9799,0.4384,6.6135,41.246,134.1203,173.0596,0.0493,-0.3113,0.3928,0.4843,0.435,Class06
SIM_10555,Crop04,Class07,19.6004,0.4414,5.0906,126.5473,112.7914,133.7997,0.0809,-0.2862,0.1039,0.4284,0.2458,Class07
SIM_10556,Crop04,Class09,8.957,0.439,4.9825,116.8592,143.3441,127.089,0.0597,-0.1856,0.1502,0.5353,0.1371,Class09
SIM_10557,Crop07,Class13,25.9861,0.4984,6.3998,78.7444,183.6888,179.5664,0.1177,-0.412,0.2073,0.7258,0.7213,Class13
SIM_10558,Crop02,Class10,34.7502,0.6731,6.5026,87.2034,198.2022,189.3011,0.1055,-0.1878,0.2896,0.4208,0.5925,Class10
SIM_10559,Crop03,Class15,10.2168,0.5044,5.1932,122.1676,153.0461,136.2094,0.0424,0.2806,0.1753,0.4158,0.73,Class15
SIM_10560,Crop07,Class11,18.0949,0.3936,5.2385,118.318,144.0672,187.6971,0.1048,0.0128,0.1578,0.7447,0.7158,Class11
SIM_10561,Crop03,Class07,17.3745,0.4443,4.81,123.1448,91.6349,119.7168,0.1129,-0.3046,0.1124,0.5278,0.3904,Class07
SIM_10562,Crop09,Class09,8.4003,0.4479,5.2592,127.3721,95.6946,136.4419,0.0788,-0.0207,0.2168,0.3806,0.1333,Class09
SIM_10563,Crop09,Class10,31.0541,0.5289,6.9037,102.1211,190.7949,143.7676,0.1134,-0.1498,0.2195,0.3093,0.7242,Class10
SIM_10564,Crop04,Class14,19.4219,0.3415,6.0526,115.6448,146.1708,118.3318,0.018,0.3518,0.2841,0.6106,0.4422,Class14
SIM_10565,Crop06,Class04,18.9721,0.3607,6.0178,76.9466,126.0962,170.6393,0.0561,0.1668,0.3081,0.583,0.3004,Class04
SIM_10566,Crop04,Class04,20.4968,0.3127,5.1154,84.2914,107.2891,98.5581,0.0576,-0.1749,0.2183,0.7602,0.3419,Class04
SIM_10567,Crop04,Class04,9.0904,0.4446,5.6839,82.7792,160.513,126.1641,0.0723,-0.1648,0.3044,0.7292,0.3469,Class04
SIM_10568,Crop07,Class01,33.3468,0.5476,6.5876,123.4513,123.4365,216.2818,0.1224,-0.217,0.1498,0.6086,0.5577,Class01
SIM_10569,Crop03,Class11,11.9356,0.3793,4.5279,120.3899,86.0839,146.1245,0.1312,-0.026,0.2572,0.658,0.6952,Class11
SIM_10570,Crop02,Class15,12.7142,0.5788,6.0054,147.5762,186.8124,201.3294,0.0514,0.2957,0.2092,0.3676,0.4577,Class15
SIM_10571,Crop03,Class10,30.3823,0.6726,5.98,102.3046,176.118,131.6979,0.1108,-0.3809,0.1247,0.2941,0.7894,Class10
SIM_10572,Crop10,Class01,33.41,0.3635,6.5174,80.9078,81.1294,179.475,0.0862,-0.0444,0.0983,0.6549,0.5543,Class01
SIM_10573,Crop03,Class06,28.3987,0.5231,5.4929,46.5696,92.703,180.8343,0.0977,-0.1638,0.2006,0.5404,0.6234,Class06
SIM_10574,Crop04,Class14,19.0478,0.3593,5.8836,91.4967,123.9089,148.7367,0.0281,0.1051,0.2619,0.359,0.3006,Class14
